File Path,movieName_Disk,Size (GB),File Type,movieCode_IMDB,Title_IMDB,Year_IMDB,Genres_IMDB,Classified
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Dark Waters 2019.mp4,Dark Waters 2019,1.1,.mp4,9071322,Dark Waters,2019,"['Biography', 'Drama', 'History', 'Mystery']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Darlings 2022.mkv,Darlings 2022,0.71,.mkv,14152140,Darlings,2022,"['Comedy', 'Drama', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Darna Mana Hai.mkv,Darna Mana Hai,0.93,.mkv,0349333,Darna Mana Hai,2003,['Horror'],Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Darvinte Parinamam [2016].mkv,Darvinte Parinamam [2016],0.49,.mkv,5328262,Darvinte Parinamam,2016,"['Action', 'Comedy', 'Drama']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Dasvi 2022.mkv,Dasvi 2022,1.95,.mkv,14107554,Dasvi,2022,"['Comedy', 'Drama']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\David 2013.mkv,David 2013,1.06,.mkv,2358412,David,2013,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\De De Pyaar De 2019.mkv,De De Pyaar De 2019,1.05,.mkv,8647400,De De Pyaar De,2019,"['Comedy', 'Drama', 'Romance']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Death On The Nile 2022.mkv,Death On The Nile 2022,1.92,.mkv,7657566,Death on the Nile,2022,"['Crime', 'Drama', 'Mystery']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Decoupled 2021.mkv,Decoupled 2021,1.38,.mkv,14167338,Decoupled,2021,"['Comedy', 'Drama']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Deep Water 2022.mkv,Deep Water 2022,1.23,.mkv,2180339,Deep Water,2022,"['Drama', 'Mystery', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Deewana Dil Deewan.mp4,Deewana Dil Deewan,0.08,.mp4,30477798,Dil Deewana Mane Na,2023,['Romance'],Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Dev D.mp4,Dev D,0.73,.mp4,8751976,Dev,2019,"['Action', 'Adventure', 'Romance']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Devdas 2002.mkv,Devdas 2002,1.79,.mkv,0238936,Devdas,2002,"['Drama', 'Musical', 'Romance']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Dhaal 1997.mkv,Dhaal 1997,0.68,.mkv,0135393,Dhaal: The Battle of Law Against Law,1997,"['Action', 'Drama']",Bollywood
